0,12,Caja_de_Frecuencia,run, El vehiculo 111 ha llegado por la ruta!,2020-05-17T21:20:48.886882100
Creacion de Peaje Peaje Pando,2020-05-17T21:20:48.886882100
0,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.887879800
0,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.887879800
0,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.888876900
0,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.888876900
0,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.888876900
0,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.888876900
1,16,Reloj,checkearEstados, CICLO NUMERO  1 HA COMENZADO!,2020-05-17T21:20:48.888876900
1,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.889874300
1,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.889874300
1,12,Caja_de_Frecuencia,run, El vehiculo 112 ha llegado por la ruta!,2020-05-17T21:20:48.889874300
1,13,PivotComunAEspecifica,run, El vehiculo normal de matricula: 111 se posiciona en la cola de vehiculos normales,2020-05-17T21:20:48.889874300
1,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.889874300
1,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.889874300
1,16,CabinaPeaje,llamarVehiculo, Vehiculo accede a cabina numero 3 con matricula 111,2020-05-17T21:20:48.889874300
1,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.890871800
1,16,CabinaPeaje,cobrarVehiculo,Vehiculo 111 Cobrado por cabina numero3,2020-05-17T21:20:48.890871800
2,16,Reloj,checkearEstados, CICLO NUMERO  2 HA COMENZADO!,2020-05-17T21:20:48.891869900
2,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.891869900
2,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.891869900
2,13,PivotComunAEspecifica,run, El vehiculo especial de matricula: 112 se posiciona en la cola de vehiculos especiales,2020-05-17T21:20:48.891869900
2,12,Caja_de_Frecuencia,run, El vehiculo 113 ha llegado por la ruta!,2020-05-17T21:20:48.891869900
2,16,CabinaPeaje,llamarVehiculo, Vehiculo accede a cabina numero 3 con matricula 112,2020-05-17T21:20:48.891869900
2,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.891869900
2,16,CabinaPeaje,cobrarVehiculo,Vehiculo 112 Cobrado por cabina numero3,2020-05-17T21:20:48.891869900
2,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.892866600
3,15,Reloj,checkearEstados, CICLO NUMERO  3 HA COMENZADO!,2020-05-17T21:20:48.892866600
3,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.892866600
3,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.892866600
3,12,Caja_de_Frecuencia,run, El vehiculo 114 ha llegado por la ruta!,2020-05-17T21:20:48.892866600
3,13,PivotComunAEspecifica,run, El vehiculo normal de matricula: 113 se posiciona en la cola de vehiculos normales,2020-05-17T21:20:48.892866600
3,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.892866600
3,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.892866600
3,15,CabinaPeaje,llamarVehiculo, Vehiculo accede a cabina numero 2 con matricula 113,2020-05-17T21:20:48.893864
3,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.893864
3,15,CabinaPeaje,cobrarVehiculo,Vehiculo 113 Cobrado por cabina numero2,2020-05-17T21:20:48.893864
4,15,Reloj,checkearEstados, CICLO NUMERO  4 HA COMENZADO!,2020-05-17T21:20:48.893864
4,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.893864
4,12,Caja_de_Frecuencia,run, El vehiculo 115 ha llegado por la ruta!,2020-05-17T21:20:48.893864
4,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.893864
4,13,PivotComunAEspecifica,run, El vehiculo normal de matricula: 114 se posiciona en la cola de vehiculos normales,2020-05-17T21:20:48.893864
4,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.894861
4,15,CabinaPeaje,llamarVehiculo, Vehiculo accede a cabina numero 2 con matricula 114,2020-05-17T21:20:48.894861
4,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.894861
4,15,CabinaPeaje,cobrarVehiculo,Vehiculo 114 Cobrado por cabina numero2,2020-05-17T21:20:48.894861
4,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.894861
5,15,Reloj,checkearEstados, CICLO NUMERO  5 HA COMENZADO!,2020-05-17T21:20:48.894861
5,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.895858600
5,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.895858600
5,12,Caja_de_Frecuencia,run, El vehiculo 116 ha llegado por la ruta!,2020-05-17T21:20:48.895858600
5,13,PivotComunAEspecifica,run, El vehiculo normal de matricula: 115 se posiciona en la cola de vehiculos normales,2020-05-17T21:20:48.895858600
5,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.895858600
5,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.895858600
5,16,CabinaPeaje,llamarVehiculo, Vehiculo accede a cabina numero 3 con matricula 115,2020-05-17T21:20:48.895858600
5,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 no encontro vehiculo en ninguna cola.,2020-05-17T21:20:48.895858600
5,16,CabinaPeaje,cobrarVehiculo,Vehiculo 115 Cobrado por cabina numero3,2020-05-17T21:20:48.895858600
6,16,Reloj,checkearEstados, CICLO NUMERO  6 HA COMENZADO!,2020-05-17T21:20:48.896855800
6,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 se fija si hay vehiculos especiales,2020-05-17T21:20:48.896855800
6,13,PivotComunAEspecifica,run, El vehiculo normal de matricula: 116 se posiciona en la cola de vehiculos normales,2020-05-17T21:20:48.896855800
6,15,CabinaPeaje,llamarVehiculo, Cabina numero 2 se fija si hay vehiculos especiales,2020-05-17T21:20:48.896855800
6,12,Caja_de_Frecuencia,run, El vehiculo 117 ha llegado por la ruta!,2020-05-17T21:20:48.896855800
6,16,CabinaPeaje,llamarVehiculo, Cabina numero 3 no encontro vehiculo especial y busca uno normal.,2020-05-17T21:20:48.896855800
